1, 1716095541246.210938
2, 6140999578177.726562
3, 6355880252167.824219
4, 6982983806213.756836
5, 8280770478105.653320
6, 8437513507856.141602
7, 11673906617632.222656
8, 11268637048243.054688
9, 12785080954290.996094
10, 14211251270158.871094
11, 14544964075785.460938
12, 16217258645643.871094
13, 17488429404342.097656
14, 17674012545836.574219
15, 18178479751093.695312
16, 19394804723877.003906
17, 20677904208109.964844
18, 21561102550254.894531
19, 22249659414078.679688
20, 23178395620598.265625
21, 24553903921917.546875
22, 26271628839370.570312
23, 28040175263122.300781
24, 29562499929621.386719
25, 30681113847106.371094
26, 31419983335337.328125
27, 31928425945985.332031
28, 32392488205785.074219
29, 32969728180812.574219
30, 33761292318389.460938
31, 34809759214283.011719
32, 36108491868747.578125
33, 37614209046766.898438
34, 39259714425062.250000
35, 40966080073779.851562
36, 42653960526187.570312
37, 44253363646029.859375
38, 45710958148876.250000
39, 46994190618294.984375
40, 48092048813775.335938
41, 49012957467406.859375
42, 49780745882050.382812
43, 50429754262145.234375
44, 50999988910805.195312
45, 51532929605882.328125
46, 52068271568691.015625
47, 52641634525354.570312
48, 53283120051600.914062
49, 54016534664174.539062
50, 54859092977228.570312
51, 55821445296629.023438
52, 56907916499104.359375
53, 58116884888373.007812
54, 59441264071938.593750
55, 60869074969499.250000
56, 62384108434133.210938
57, 63966682555108.203125
58, 65594494235308.710938
59, 67243554396702.968750
60, 68889182903719.148438
61, 70507025977773.906250
62, 72074048373525.750000
63, 73569447233381.703125
64, 74975435717288.312500
65, 76277852384385.109375
66, 77466565799978.031250
67, 78535660880154.562500
68, 79483411467819.921875
69, 80312059992024.359375
70, 81027437759711.359375
71, 81638467271730.593750
72, 82156590677983.312500
73, 82595166629529.703125
74, 82968872433610.296875
75, 83293140897610.015625
76, 83583652857780.484375
77, 83855898206310.359375
78, 84124811019212.453125
79, 84404478581778.656250
80, 84707919857268.312500
81, 85046926184586.921875
82, 85431955524493.578125
83, 85872071138791.718750
84, 86374915907984.062500
85, 86946714316543.296875
86, 87592295248042.093750
87, 88315129968021.578125
88, 89117380908792.703125
89, 89999958024462.015625
90, 90962580504844.765625
91, 92003842495595.265625
92, 93121282157752.312500
93, 94311453913245.265625
94, 95570004071402.406250
95, 96891750227649.671875
96, 98270764884902.296875
97, 99700463688408.328125
98, 101173698505592.546875
99, 102682855344922.312500
100, 104219956814521.250000
101, 105776768495864.843750
102, 107344908274547.093750
103, 108915957352662.796875
104, 110481571388354.156250
105, 112033589987572.250000
106, 113564142627397.843750
107, 115065749030941.015625
108, 116531412046851.062500
109, 117954701211734.312500
110, 119329825385243.375000
111, 120651693133670.109375
112, 121915959882400.765625
113, 123119061241196.921875
114, 124258232307776.562500
115, 125331513153439.031250
116, 126337741069565.828125
117, 127276530488703.640625
118, 128148241775140.140625
119, 128953940298161.562500
120, 129695347351962.812500
121, 130374784568869.500000
122, 130995113490557.062500
123, 131559671921684.687500
124, 132072208600445.406250
125, 132536817591046.328125
126, 132957873644544.156250
127, 133339969597331.812500
128, 133687856690420.125000
129, 134006388506106.953125
130, 134300469038651.765625
131, 134575005247810.171875
132, 134834864292435.546875
133, 135084835508470.750000
134, 135329597082744.296875
135, 135573687281338.265625
136, 135821480018214.046875
137, 136077164495043.390625
138, 136344728605014.796875
139, 136627945769881.687500
140, 136930364868512.671875
141, 137255302914625.500000
142, 137605840149254.875000
143, 137984817227932.937500
144, 138394834201855.078125
145, 138838251015065.140625
146, 139317189264597.015625
147, 139833534996553.000000
148, 140388942337437.906250
149, 140984837785971.218750
150, 141622425015637.562500
151, 142302690061950.781250
152, 143026406790545.843750
153, 143794142562641.718750
154, 144606264032968.781250
155, 145462943031926.562500
156, 146364162498538.312500
157, 147309722443664.062500
158, 148299245934106.375000
159, 149332185097638.281250
160, 150407827156734.906250
161, 151525300505067.406250
162, 152683580845529.937500
163, 153881497412035.125000
164, 155117739299405.125000
165, 156390861926690.500000
166, 157699293659104.656250
167, 159041342612639.812500
168, 160415203663436.781250
169, 161818965681114.750000
170, 163250619001736.375000
171, 164708063151890.781250
172, 166189114830693.593750
173, 167691516151341.156250
174, 169212943138444.562500
175, 170751014471676.906250
176, 172303300460508.875000
177, 173867332229040.031250
178, 175440611084273.062500
179, 177020618035753.531250
180, 178604823429381.375000
181, 180190696653518.687500
182, 181775715871351.875000
183, 183357377729897.562500
184, 184933206993154.406250
185, 186500766044739.906250
186, 188057664203983.468750
187, 189601566798877.906250
188, 191130203939587.375000
189, 192641378937276.187500
190, 194132976314976.687500
191, 195602969359917.031250
192, 197049427170129.093750
193, 198470521152345.156250
194, 199864530932827.187500
195, 201229849648079.531250
196, 202564988587993.406250
197, 203868581169997.062500
198, 205139386228949.625000
199, 206376290613846.718750
200, 207578311088734.500000
201, 208744595541442.750000
202, 209874423509798.781250
203, 210967206040772.812500
204, 212022484903392.656250
205, 213039931181265.125000
206, 214019343275074.687500
207, 214960644349372.437500
208, 215863879261429.218750
209, 216729211012724.750000
210, 217556916765926.156250
211, 218347383471820.718750
212, 219101103151768.656250
213, 219818667881738.062500
214, 220500764523946.031250
215, 221148169251639.437500
216, 221761741911547.593750
217, 222342420267181.968750
218, 222891214164389.500000
219, 223409199658544.062500
220, 223897513140419.937500
221, 224357345495305.656250
222, 224789936327219.312500
223, 225196568277300.343750
224, 225578561462626.625000
225, 225937268058789.437500
226, 226274067046728.625000
227, 226590359141494.906250
228, 226887561917844.906250
229, 227167105144981.125000
230, 227430426340163.937500
231, 227678966548581.156250
232, 227914166354619.031250
233, 228137462127584.000000
234, 228350282503070.375000
235, 228554045099372.218750
236, 228750153466840.437500
237, 228939994266652.562500
238, 229124934674256.156250
239, 229306320001698.156250
240, 229485471532125.437500
241, 229663684558976.187500
242, 229842226621821.937500
243, 230022335930232.375000
244, 230205219966754.468750
245, 230392054259775.781250
246, 230583981316916.187500
247, 230782109709494.500000
248, 230987513298650.250000
249, 231201230593746.843750
250, 231424264233866.312500
251, 231657580583366.906250
252, 231902109432735.718750
253, 232158743796233.875000
254, 232428339798164.781250
255, 232711716639912.625000
256, 233009656640272.250000
257, 233322905341939.343750
258, 233652171677460.156250
259, 233998128188260.406250
260, 234361411290820.468750
261, 234742621584431.531250
262, 235142324195343.187500
263, 235561049152507.718750
264, 235999291790499.593750
265, 236457513175523.656250
266, 236936140550814.875000
267, 237435567798038.000000
268, 237956155911639.187500
269, 238498233483397.718750
270, 239062097194740.562500
271, 239648012314645.562500
272, 240256213201238.343750
273, 240886903805444.062500
274, 241540258175263.750000
275, 242216420959518.562500
276, 242915507910053.718750
277, 243637606381646.000000
278, 244382775828989.500000
279, 245151048300330.218750
280, 245942428927476.500000
281, 246756896412021.375000
282, 247594403507784.468750
283, 248454877499563.906250
284, 249338220678405.687500
285, 250244310813714.156250
286, 251173001622553.531250
287, 252124123236641.093750
288, 253097482667529.625000
289, 254092864270569.875000
290, 255110030208276.125000
291, 256148720913757.281250
292, 257208655554911.375000
293, 258289532500076.968750
294, 259391029785897.968750
295, 260512805588095.593750
296, 261654498695928.187500
297, 262815728991011.000000
298, 263996097931249.937500
299, 265195189040558.250000
300, 266412568405038.093750
301, 267647785176245.718750
302, 268900372082171.406250
303, 270169845946463.000000
304, 271455708216445.062500
305, 272757445500375.437500
306, 274074530114376.562500
307, 275406420639392.000000
308, 276752562488480.312500
309, 278112388484681.062500
310, 279485319449636.062500
311, 280870764803072.000000
312, 282268123173192.750000
313, 283676783017954.375000
314, 285096123257118.937500
315, 286525513914933.062500
316, 287964316773167.687500
317, 289411886034229.437500
318, 290867568993955.562500
319, 292330706723610.437500
320, 293800634760601.062500
321, 295276683807283.687500
322, 296758180437208.875000
323, 298244447808094.187500
324, 299734806380715.125000
325, 301228574642873.000000
326, 302725069837549.125000
327, 304223608694264.250000
328, 305723508162658.187500
329, 307224086147214.125000
330, 308724662242057.375000
331, 310224558464684.687500
332, 311723099987449.000000
333, 313219615865636.437500
334, 314713439760894.687500
335, 316203910658798.125000
336, 317690373579302.062500
337, 319172180278824.000000
338, 320648689942725.125000
339, 322119269866911.500000
340, 323583296127342.062500
341, 325040154236208.187500
342, 326489239783565.875000
343, 327929959063267.500000
344, 329361729682018.062500
345, 330783981150437.562500
346, 332196155455083.375000
347, 333597707610349.125000
348, 334988106189297.000000
349, 336366833832468.562500
350, 337733387733785.500000
351, 339087280102746.437500
352, 340428038602141.500000
353, 341755206760584.875000
354, 343068344359265.750000
355, 344367027792327.062500
356, 345650850400413.750000
357, 346919422776956.812500
358, 348172373046858.875000
359, 349409347117315.125000
360, 350630008900579.875000
361, 351834040508549.562500
362, 353021142419130.875000
363, 354191033614413.500000
364, 355343451690749.937500
365, 356478152940920.687500
366, 357594912408612.187500
367, 358693523915543.500000
368, 359773800061565.375000
369, 360835572198223.812500
370, 361878690376251.062500
371, 362903023267545.562500
372, 363908458062235.687500
373, 364894900341522.000000
374, 365862273926953.125000
375, 366810520706929.687500
