0 1.000000e+00
25 4.583426e-03
50 1.357431e-03
75 1.354602e-01
100 2.014700e-03
125 8.371948e-04
150 4.668744e-01
175 1.549255e-03
200 6.713869e-04
225 2.216499e-01
250 1.311358e-03
275 6.571453e-04
300 2.992602e-01
325 7.073685e-04
350 3.691143e-04
375 1.429712e-02
400 5.663507e-04
425 2.660786e-04
450 3.103404e-02
475 3.000724e-04
500 2.006281e-04
525 6.790437e-03
550 2.562822e-04
575 1.519210e-04
600 3.875317e-02
625 2.069592e-04
650 1.662470e-04
675 1.471121e-02
700 1.898715e-04
725 1.384125e-04
750 1.909345e-03
775 1.696102e-04
800 1.016736e-04
825 6.475489e-02
850 1.234698e-04
875 9.861294e-05
900 3.935511e-03
925 1.076923e-04
950 8.539592e-05
975 2.038478e-02
1000 9.531705e-05
