0 1.000000e+00
20 6.800769e-03
40 2.026550e-03
60 1.251543e-01
80 8.763060e-04
100 5.590027e-04
120 1.073522e-01
140 3.884699e-04
160 2.921200e-04
180 2.279234e-02
200 1.659927e-04
220 1.442830e-04
240 1.590841e-02
260 1.108721e-04
280 9.994629e-05
300 1.927364e-02
320 8.552951e-05
340 7.820785e-05
360 1.541016e-02
380 6.440132e-05
400 5.656739e-05
420 2.388114e-03
440 5.462039e-05
460 4.650831e-05
480 1.229393e-03
500 3.349980e-05
520 3.069478e-05
540 1.086132e-02
560 3.059970e-05
580 2.815273e-05
600 1.226650e-04
620 2.785067e-05
640 2.343002e-05
660 6.087091e-03
680 2.050938e-05
700 1.666142e-05
720 1.401496e-03
740 1.572462e-05
760 1.515163e-05
780 3.229539e-03
800 1.510103e-05
820 1.367857e-05
840 6.269914e-03
860 1.530952e-05
880 1.244262e-05
900 5.479887e-04
920 1.308275e-05
940 1.269285e-05
960 7.961593e-04
980 1.093075e-05
1000 9.445512e-06
