0 1.000000e+00
10 2.113755e-02
20 6.780031e-03
30 3.735196e-03
40 2.141194e-03
50 1.577455e-03
60 1.144863e-03
70 9.270023e-04
80 7.669653e-04
90 6.577798e-04
100 5.639319e-04
110 4.956140e-04
120 4.412993e-04
130 3.986429e-04
140 3.596638e-04
150 3.283215e-04
160 3.022834e-04
170 2.804828e-04
180 2.598539e-04
190 2.423818e-04
200 2.274677e-04
210 2.145039e-04
220 2.019553e-04
230 1.909761e-04
240 1.814283e-04
250 1.729197e-04
260 1.645519e-04
270 1.570658e-04
280 1.504682e-04
290 1.444843e-04
300 1.385321e-04
310 1.331211e-04
320 1.283051e-04
330 1.238802e-04
340 1.194414e-04
350 1.153576e-04
360 1.116954e-04
370 1.082971e-04
380 1.048660e-04
390 1.016800e-04
400 9.880564e-05
410 9.611750e-05
420 9.338967e-05
430 9.083759e-05
440 8.852415e-05
450 8.634668e-05
460 8.412801e-05
470 8.203950e-05
480 8.013876e-05
490 7.834022e-05
500 7.650148e-05
510 7.476168e-05
520 7.317306e-05
530 7.166309e-05
540 7.011504e-05
550 6.864388e-05
560 6.729677e-05
570 6.601143e-05
580 6.469056e-05
590 6.343056e-05
600 6.227404e-05
610 6.116688e-05
620 6.002679e-05
630 5.893569e-05
640 5.793213e-05
650 5.696859e-05
660 5.597465e-05
670 5.502071e-05
680 5.414170e-05
690 5.329560e-05
700 5.242146e-05
710 5.158038e-05
720 5.080413e-05
730 5.005524e-05
740 4.928050e-05
750 4.853338e-05
760 4.784287e-05
770 4.717536e-05
780 4.648398e-05
790 4.581591e-05
800 4.519769e-05
810 4.459898e-05
820 4.397819e-05
830 4.337725e-05
840 4.282054e-05
850 4.228051e-05
860 4.172002e-05
870 4.117659e-05
880 4.067263e-05
890 4.018306e-05
900 3.967450e-05
910 3.918069e-05
920 3.872234e-05
930 3.827648e-05
940 3.781295e-05
950 3.736227e-05
960 3.694361e-05
970 3.653586e-05
980 3.611165e-05
990 3.569870e-05
1000 3.531479e-05
