dmat0 15 4 4.87e-12 5.16e-12
0 1.000000e+00
15 9.375491e-03
30 2.157454e-03
45 7.168891e-04
60 2.702959e-04
75 1.379094e-04
90 5.382756e-05
105 1.879036e-05
120 8.332548e-06
135 4.339797e-06
150 1.663131e-06
165 6.782762e-07
180 3.114980e-07
195 1.543053e-07
210 6.503440e-08
225 2.517465e-08
240 1.241846e-08
255 6.451928e-09
270 2.545128e-09
285 1.069583e-09
300 5.068967e-10
315 2.502027e-10
330 1.063986e-10
345 4.180387e-11
360 2.101517e-11
375 1.091943e-11
390 4.332725e-12
405 1.834970e-12
420 8.793233e-13
435 4.335552e-13
450 1.849338e-13
465 7.307269e-14
480 3.706038e-14
495 1.925993e-14
510 7.661559e-15
525 3.256094e-15
540 1.571070e-15
555 7.740407e-16
570 3.305524e-16
585 1.310714e-16
600 6.680081e-17
